2019-06-28 20:06:06,958 [  18795]   INFO - il.indexing.FileBasedIndexImpl - Index html5.custom.attributes.index will be built. 
2019-06-28 20:06:06,966 [  18803]   INFO - il.indexing.FileBasedIndexImpl - Index SchemaTypeInheritance will be built. 
2019-06-28 20:06:07,064 [  18901]   INFO - il.indexing.FileBasedIndexImpl - Index json.file.root.values will be built. 
2019-06-28 20:06:07,098 [  18935]   INFO - il.indexing.FileBasedIndexImpl - Index ImageFileInfoIndex will be built. 
2019-06-28 20:06:07,130 [  18967]   INFO - il.indexing.FileBasedIndexImpl - Index bytecodeAnalysis will be built. 
2019-06-28 20:06:07,148 [  18985]   INFO - il.indexing.FileBasedIndexImpl - Index java.null.method.argument will be built. 
2019-06-28 20:06:07,157 [  18994]   INFO - il.indexing.FileBasedIndexImpl - Index java.simple.property will be built. 
2019-06-28 20:06:07,172 [  19009]   INFO - il.indexing.FileBasedIndexImpl - Index java.fun.expression will be built. 
2019-06-28 20:06:07,185 [  19022]   INFO - il.indexing.FileBasedIndexImpl - Index java.binary.plus.expression will be built. 
2019-06-28 20:06:07,282 [  19119]   INFO - il.indexing.FileBasedIndexImpl - Index jvm.hierarchy will be built. 
2019-06-28 20:06:07,314 [  19151]   INFO - il.indexing.FileBasedIndexImpl - Index RefQueueIndex will be built. 
2019-06-28 20:06:07,350 [  19187]   INFO - il.indexing.FileBasedIndexImpl - Index XsltSymbolIndex will be built. 
2019-06-28 20:06:07,381 [  19218]   INFO - il.indexing.FileBasedIndexImpl - Index xmlProperties will be built. 
2019-06-28 20:06:07,390 [  19227]   INFO - il.indexing.FileBasedIndexImpl - Index ant-imports will be built. 
2019-06-28 20:06:07,397 [  19234]   INFO - il.indexing.FileBasedIndexImpl - Index FormClassIndex will be built. 
2019-06-28 20:06:07,405 [  19242]   INFO - il.indexing.FileBasedIndexImpl - Index editorconfig.index.name will be built. 
2019-06-28 20:06:07,415 [  19252]   INFO - il.indexing.FileBasedIndexImpl - Index groovy.trait.fields will be built. 
2019-06-28 20:06:07,421 [  19258]   INFO - il.indexing.FileBasedIndexImpl - Index groovy.trait.methods will be built. 
2019-06-28 20:06:07,430 [  19267]   INFO - il.indexing.FileBasedIndexImpl - Index IdeaPluginRegistrationIndex will be built. 
2019-06-28 20:06:07,447 [  19284]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.versions.KotlinJvmMetadataVersionIndex will be built. 
2019-06-28 20:06:07,459 [  19296]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.versions.KotlinJsMetadataVersionIndex will be built. 
2019-06-28 20:06:07,474 [  19311]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.vfilefinder.KotlinClassFileIndex will be built. 
2019-06-28 20:06:07,483 [  19320]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.vfilefinder.KotlinJavaScriptMetaFileIndex will be built. 
2019-06-28 20:06:07,503 [  19340]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.vfilefinder.KotlinMetadataFileIndex will be built. 
2019-06-28 20:06:07,511 [  19348]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.vfilefinder.KotlinMetadataFilePackageIndex will be built. 
2019-06-28 20:06:07,545 [  19382]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.vfilefinder.KotlinModuleMappingIndex will be built. 
2019-06-28 20:06:07,622 [  19459]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.vfilefinder.KotlinPackageSourcesMemberNamesIndex will be built. 
2019-06-28 20:06:07,637 [  19474]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.vfilefinder.KotlinJvmModuleAnnotationsIndex will be built. 
2019-06-28 20:06:07,663 [  19500]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.ide.konan.index.KotlinNativeMetaFileIndex will be built. 
2019-06-28 20:06:07,674 [  19511]   INFO - il.indexing.FileBasedIndexImpl - Index JavaFxControllerClassIndex will be built. 
2019-06-28 20:06:07,687 [  19524]   INFO - il.indexing.FileBasedIndexImpl - Index javafx.id.name will be built. 
2019-06-28 20:06:07,692 [  19529]   INFO - il.indexing.FileBasedIndexImpl - Index javafx.custom.component will be built. 
